PatientIDs,CTmax,CTmin,PTmax,PTmin,CTSizeX,CTSizeY,CTSizeZ,PTSizeX,PTSizeY,PTSizeZ,GTSizeX,GTSizeY,GTSizeZ,CTSpacingX,CTSpacingY,CTSpacingZ,PTSpacingX,PTSpacingY,PTSpacingZ,GTSpacingX,GTSpacingY,GTSpacingZ
HGJ-048,913.9131,-3024.0,18.37513,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-052,923.6153,-3024.0,19.942326,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-066,2233.189,-3024.0,25.3725,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-077,1058.7941,-3024.0,19.311884,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-080,1187.4729,-3024.0,68.826195,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-088,2393.4429,-3024.0,15.376596,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-089,1306.181,-3024.0,40.161503,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-091,1350.2441,-3024.0,28.46944,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-092,1114.7722,-3024.0,45.32202,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-012,1059.1078,-3024.0,13.425083,0.0,128,128,263,128,128,263,128,128,263,5.46875,5.46875,3.2699237,5.46875,5.46875,3.2699237,5.46875,5.46875,3.2699237
HMR-025,854.3139,-3024.0,24.277071,0.0,128,128,83,128,128,83,128,128,83,3.515625,3.515625,3.269756,3.515625,3.515625,3.269756,3.515625,3.515625,3.269756
HMR-030,909.10095,-3024.0,8.323617,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-040,1122.9927,-3024.0,16.360788,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
MDA-003,889.388,-2048.0,35.580486,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-013,582.4032,-2048.0,17.477638,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-017,986.16095,-2048.0,14.794631,0.0,128,128,87,128,128,87,128,128,87,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002
MDA-025,880.70105,-2048.0,16.22098,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-028,866.1709,-2048.0,16.929005,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-030,1171.4647,-2048.0,43.93286,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-045,1260.6635,-2048.0,30.569336,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-051,949.65247,-2048.0,15.660982,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-062,718.3721,-2048.0,19.991806,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-070,994.0013,-2048.0,20.59651,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-075,3071.0,-2048.0,35.95285,0.0,128,128,327,128,128,327,128,128,327,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-078,1220.4987,-2048.0,19.591473,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-081,855.6575,-2048.0,20.305986,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-092,1148.1261,-2048.0,77.63798,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-097,1024.8097,-2048.0,183.73871,0.0,128,128,311,128,128,311,128,128,311,4.6875,4.6875,3.2700644,4.6875,4.6875,3.2700644,4.6875,4.6875,3.2700644
MDA-098,967.12695,-2048.0,13.567024,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-100,597.4418,-2048.0,16.110014,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-102,1318.7682,-2048.0,28.53041,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644
MDA-104,1156.1193,-2048.0,13.379541,0.0,192,192,119,192,192,119,192,192,119,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-106,1768.5466,-2048.0,18.139442,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
MDA-117,1310.6394,-1024.0,13.416987,0.0,192,192,335,192,192,335,192,192,335,3.6458333,3.6458333,3.2699995,3.6458333,3.6458333,3.2699995,3.6458333,3.6458333,3.2699995
MDA-118,1931.4973,-2048.0,13.27328,0.0,192,192,119,192,192,119,192,192,119,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-120,1267.7825,-2048.0,27.270151,0.0,192,192,407,192,192,407,192,192,407,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-122,1825.8325,-2048.0,91.26713,0.0,192,192,299,192,192,299,192,192,299,3.6458333,3.6458333,3.2600002,3.6458333,3.6458333,3.2600002,3.6458333,3.6458333,3.2600002
MDA-125,1958.1324,-1024.0,15.066308,0.0,256,256,174,256,256,174,256,256,174,3.1819,3.1819,2.0,3.1819,3.1819,2.0,3.1819,3.1819,2.0
MDA-128,1364.952,-1024.0,21.924591,0.0,256,256,174,256,256,174,256,256,174,3.1819,3.1819,2.0,3.1819,3.1819,2.0,3.1819,3.1819,2.0
MDA-136,791.91644,-2048.0,27.257204,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-137,724.23224,-2048.0,16.777334,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-144,1265.1796,-3024.0,43.86848,0.0,128,128,355,128,128,355,128,128,355,4.6875,4.6875,3.270113,4.6875,4.6875,3.270113,4.6875,4.6875,3.270113
MDA-145,437.91287,-2048.0,23.059301,0.0,128,128,87,128,128,87,128,128,87,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-157,1390.6226,-2048.0,128.93687,0.0,128,128,335,128,128,335,128,128,335,5.46875,5.46875,3.2701197,5.46875,5.46875,3.2701197,5.46875,5.46875,3.2701197
MDA-158,642.77905,-2048.0,18.181131,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-164,1221.4409,-2048.0,69.55693,0.0,128,128,227,128,128,227,128,128,227,4.296875,4.296875,4.25,4.296875,4.296875,4.25,4.296875,4.296875,4.25
MDA-168,860.5919,-2048.0,31.082617,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-176,1072.2194,-2048.0,23.296528,0.0,128,128,135,128,128,135,128,128,135,3.90625,3.90625,3.2702987,3.90625,3.90625,3.2702987,3.90625,3.90625,3.2702987
MDA-187,973.1439,-2048.0,9.140048,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-189,917.5605,-2048.0,18.849129,0.0,128,128,135,128,128,135,128,128,135,5.46875,5.46875,3.2702987,5.46875,5.46875,3.2702987,5.46875,5.46875,3.2702987
MDA-191,990.64746,-2048.0,13.646479,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-193,842.0475,-2048.0,25.711788,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-195,730.3297,-2048.0,17.487942,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
